# One row per dispatched fleet member per run. DERIVED, NOT AUTHORED: every row
# is produced by skills/fleet/scripts/member-outcomes.mjs from the harness's own
# subagent transcripts. Re-running the scraper REPLACES rows in place, and the
# whole file may be regenerated when the role classifier changes.
#
# NEVER hand-edit a row, and never add a column that a human must fill. A
# hand-entered value cannot survive a regeneration, which is exactly why the
# verdicts live in tier-outcomes.tsv instead. See
# docs/specs/2026-08-27-fleet-member-outcomes-instrumentation-design.md.
#
# BLANK MEANS UNKNOWN, never zero and never "no". `effort` is blank for models
# that carry no effort control; `ticket`/`pr` are blank when the member name
# does not identify one (merge-bot's number is a WAVE).
#
# `agent` is an OPAQUE JOIN KEY — the member's transcript stem, relative to the
# session's subagents/ dir, used so a re-scrape REPLACES a row instead of
# duplicating it. It is not for display, not for grouping, and not domain data.
# Group on session, role, member and model. It is unique WITHIN A SESSION, which
# is all the key needs — it is NOT globally unique, because a NAMED member's
# stem is derived from its name and so repeats across sessions. Joining on
# `agent` alone merges unrelated members.
#
# THE POPULATION IS BOTH TRANSCRIPT DEPTHS. A directly-dispatched member writes
# subagents/agent-<id>.jsonl; a Workflow's fan-out writes
# subagents/workflows/wf_<id>/agent-<id>.jsonl. Both are scraped, and the nested
# half is roughly as large as the flat one. It is mostly review specialists, and
# workflows/review-pr.js pins model: "sonnet" on three of its six dimensions —
# so it is where model VARIES. Filtering it out silently re-creates the sampling
# bug this file was corrected for.
#
# SUPERSEDED GENERATIONS ARE A SEPARATE POPULATION. Rows carrying an older
# generation (claude-opus-4-7, claude-opus-4-8) must never be pooled with the
# current one under an "opus" label, and never read as a cheaper tier: pricing
# falls with each generation, so an older Opus is not cheaper than the current
# one and an older Sonnet is dearer. Pooling inverts the cost ordering this
# file exists to measure.
#
# TOKEN COLUMNS ARE PER-TURN, folded on the transcript's message.id. One
# assistant turn is written as several jsonl lines, one per content block, each
# repeating the same usage object — so summing per LINE overcounted
# cache_creation by 176% and `turns` by 141%, unevenly across models. board.mjs
# folds the same way; the two must not drift apart. `tokens_out` is the max
# across a turn's lines, because output_tokens is a streaming snapshot.
#
# There is no `errored` column. Transcript torn-ness is a property of WHEN the
# scraper ran, not of the member — it flips back on the next re-scrape — so it
# is reported on stderr and never stored. A member that stalled or hit a
# terminal API failure leaves a syntactically complete file and is
# indistinguishable here. Whether the work was any good is a verdict, and
# verdicts live in tier-outcomes.tsv, joined on `pr`.
#
# A within-run PAIR — the only unconfounded comparison — is a session+role that
# ran more than one model. Nothing is labelled; the pairing is a query:
#   awk -F'\t' '!/^#/ {k=$1 FS $3; if (!(k FS $5 in s)) {s[k FS $5]; n[k]++}} \
#     END{for (k in n) if (n[k] > 1) print k}' docs/metrics/member-outcomes.tsv
#
# Rows by model:
#   awk -F'\t' '!/^#/ {n[$5]++} END{for (k in n) print n[k], k}' docs/metrics/member-outcomes.tsv
#
# session	run_date	role	member	model	effort	ticket	pr	tokens_cache_create	tokens_out	wall_s	turns	agent
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	finisher	finish-pr-719	claude-opus-5	xhigh		719	104224	7821	140	12	agent-afinish-pr-719-49737fd14d62fa18
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	finisher	finish-pr-720	claude-opus-5	xhigh		720	43969	9948	167	13	agent-afinish-pr-720-e27749069f688e9b
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	finisher	finish-pr-724	claude-opus-5	xhigh		724	34304	3008	61	5	agent-afinish-pr-724-90829d5d88e8f4de
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	finisher	finish-pr-724-b	claude-opus-5	xhigh		724	61458	10766	278	12	agent-afinish-pr-724-b-620bbe175a2fab08
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	finisher	finish-pr-726	claude-opus-5	xhigh		726	52665	11859	195	13	agent-afinish-pr-726-81300cfcb45173d8
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	reviewer	fix-pr-719	claude-opus-5	xhigh		719	64942	10143	428	12	agent-afix-pr-719-43a240fc841284a2
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	reviewer	fix-pr-720	claude-opus-5	xhigh		720	87578	12340	622	11	agent-afix-pr-720-3a1f9d0ae2634248
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	reviewer	fix-pr-724	claude-opus-5	xhigh		724	628465	95380	2811	59	agent-afix-pr-724-e9c3df7adb07b282
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	reviewer	fix-pr-726	claude-opus-5	xhigh		726	567181	80770	2433	42	agent-afix-pr-726-a1bdcc67b3019674
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	implementer	impl-188	claude-opus-5	xhigh	188		295035	51954	9076	44	agent-aimpl-188-70ae8042b03941be
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	implementer	impl-470	claude-opus-5	xhigh	470		107714	40467	1128	40	agent-aimpl-470-9be1246666225833
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	implementer	impl-569	claude-opus-5	xhigh	569		212143	46561	1166	40	agent-aimpl-569-a509d419c77e66be
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	implementer	impl-715	claude-opus-5	xhigh	715		88395	34097	790	37	agent-aimpl-715-ac3ad2375617acbb
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	implementer	impl-717	claude-opus-5	xhigh	717		108048	36343	811	37	agent-aimpl-717-a018ecc0dfddca6c
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	merge-bot	merge-bot-w1	claude-opus-5	xhigh			36818	4874	111	12	agent-amerge-bot-w1-163c33831fc5da22
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	merge-bot	merge-bot-w2	claude-opus-5	xhigh			50549	7015	269	15	agent-amerge-bot-w2-63fab2f997278b06
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	merge-bot	merge-bot-w3	claude-opus-5	xhigh			40983	6978	291	16	agent-amerge-bot-w3-6bab6999bbc75d93
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	merge-bot	merge-bot-w4	claude-opus-5	xhigh			46949	11463	351	18	agent-amerge-bot-w4-b1226ba68e3d7c35
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	merge-bot	merge-bot-w5	claude-opus-5	xhigh			54124	14522	370	19	agent-amerge-bot-w5-011fd88fe9c0c711
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			57507	18597	465	31	workflows/wf_3d09e65e-ee9/agent-a03f01a52dd92dfe6
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			50694	20384	616	28	workflows/wf_3d09e65e-ee9/agent-a04d67bcdbb20d977
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-haiku-4-5-20251001				24514	2249	45	9	workflows/wf_3d09e65e-ee9/agent-a251798eeb7090990
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			64678	18107	445	31	workflows/wf_3d09e65e-ee9/agent-ad81d68e12dc5fb3b
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			102812	33468	795	53	workflows/wf_5836dac4-263/agent-a3564253a99e15c9d
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			21819	2436	60	7	workflows/wf_5836dac4-263/agent-a45bd3601afda64f4
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:type-design-analyzer	claude-sonnet-5	xhigh			96268	30361	614	38	workflows/wf_5836dac4-263/agent-a540792d82b5794cb
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			19849	2547	39	4	workflows/wf_5836dac4-263/agent-a84bb876f749ff184
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			19188	2966	45	5	workflows/wf_5836dac4-263/agent-a9dcffe449bf1b3db
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			34063	1532	68	5	workflows/wf_5836dac4-263/agent-ab1b30006ac767f0f
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	xhigh			128230	31730	1013	31	workflows/wf_5836dac4-263/agent-ab59e967a084d44cc
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:code-simplifier	claude-opus-5	xhigh			107589	24446	967	23	workflows/wf_5836dac4-263/agent-ac0e9fbd8cfa92743
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-haiku-4-5-20251001				25577	2447	39	7	workflows/wf_5836dac4-263/agent-ac7553838bc36d675
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			21383	2298	63	7	workflows/wf_5836dac4-263/agent-ae856293c2cee50ec
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			123622	24084	967	28	workflows/wf_5836dac4-263/agent-aecb4b493f41c4436
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			22023	4359	67	8	workflows/wf_5836dac4-263/agent-af1ad08c88349b5da
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			99083	30013	541	51	workflows/wf_5836dac4-263/agent-afeb56501c69b9bd5
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			19487	2762	90	7	workflows/wf_62f84508-4da/agent-a063b76b3c7ee8e23
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			37050	3993	213	9	workflows/wf_62f84508-4da/agent-a19f2c6a97f564bb7
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:type-design-analyzer	claude-sonnet-5	xhigh			89261	23581	435	34	workflows/wf_62f84508-4da/agent-a43becf38c7576acd
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			22700	3594	59	7	workflows/wf_62f84508-4da/agent-a5d764ebc921513de
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			23752	3228	116	10	workflows/wf_62f84508-4da/agent-a68425064fd5806da
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-haiku-4-5-20251001				26496	3310	51	10	workflows/wf_62f84508-4da/agent-a83ea81e057460928
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			23626	1971	48	7	workflows/wf_62f84508-4da/agent-a90c3f98af2c3ada9
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	xhigh			54199	18364	579	22	workflows/wf_62f84508-4da/agent-a96798ac3709a6b97
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			23187	3200	51	7	workflows/wf_62f84508-4da/agent-a9d8133b995c2d0cf
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			94092	39453	752	34	workflows/wf_62f84508-4da/agent-aa4d653fe2c76cb6a
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			22636	3299	53	6	workflows/wf_62f84508-4da/agent-aa662f84eff7cbd2b
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			17273	2264	204	6	workflows/wf_62f84508-4da/agent-aaf1445ed9fcfbb11
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			86257	18448	620	41	workflows/wf_62f84508-4da/agent-ab7bb60172a9e9947
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			18744	2017	203	6	workflows/wf_62f84508-4da/agent-abdfe74d25273bed2
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			77338	22976	859	37	workflows/wf_62f84508-4da/agent-adf504f0389289e64
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:code-simplifier	claude-opus-5	xhigh			70539	19432	708	22	workflows/wf_62f84508-4da/agent-ae9169b4d99ed45e8
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-opus-5	low			19129	1698	192	6	workflows/wf_62f84508-4da/agent-afe6b08c61de66535
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			58906	14405	443	14	workflows/wf_8da9757a-0f4/agent-a46a9171a28deb46d
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-haiku-4-5-20251001				24864	2302	44	7	workflows/wf_8da9757a-0f4/agent-ad60d9f9583b7514b
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			78666	22121	420	31	workflows/wf_8da9757a-0f4/agent-aec1a61cec8a28db4
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			70505	19954	371	21	workflows/wf_8da9757a-0f4/agent-aeea085679619b54c
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			52339	22284	557	20	workflows/wf_928926da-b9a/agent-a01420c6a4cfa5fa1
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			75637	22036	400	22	workflows/wf_928926da-b9a/agent-a089bd7c9be450159
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			70175	17011	340	32	workflows/wf_928926da-b9a/agent-a852decca59a30573
ced3b5b9-c466-48a6-a822-43ef96575816	2026-08-20	specialist	workflow-subagent	claude-haiku-4-5-20251001				24590	2427	45	9	workflows/wf_928926da-b9a/agent-af81196c13b22f845
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	memory	memory-proxy	claude-haiku-4-5-20251001				21534	3414	52	5	agent-af1759917ff242654
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	workflow-subagent	claude-opus-5	low			17915	942	33	3	workflows/wf_3a154a0f-304/agent-a321dd7356b62731e
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	workflow-subagent	claude-opus-5	low			31155	1448	27	3	workflows/wf_3a154a0f-304/agent-a642daa547bbc0b93
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	workflow-subagent	claude-opus-5	low			18288	2113	34	4	workflows/wf_3a154a0f-304/agent-a6a71384b36338227
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	workflow-subagent	claude-opus-5	low			28688	984	38	3	workflows/wf_3a154a0f-304/agent-a813a2c811199252c
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	workflow-subagent	claude-opus-5	low			18740	1716	30	3	workflows/wf_3a154a0f-304/agent-a9f378563a9fb517f
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	pr-review-toolkit:comment-analyzer	claude-opus-5	xhigh			71296	22817	410	23	workflows/wf_3a154a0f-304/agent-abb358021f24d21c0
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	workflow-subagent	claude-opus-5	low			34832	3174	51	4	workflows/wf_3a154a0f-304/agent-ac84c37e82eb4c8de
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	workflow-subagent	claude-haiku-4-5-20251001				20346	1469	38	7	workflows/wf_3a154a0f-304/agent-ad4dcf093336706be
cf4fcb69-8f56-4f69-a24c-10e57d47eecc	2026-07-31	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			65365	19847	391	23	workflows/wf_3a154a0f-304/agent-afd53babfb0c5de8f
cfbbede5-5a15-4b6b-89ed-6a7ffaabfb8e	2026-07-25	memory	memory-housekeeper	claude-opus-4-8	xhigh			18749	1062	24	4	agent-a5893afdbfb8f0afb
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			29623	22	90	5	agent-a0216d779c195cdd9
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			63881	6772	118	7	agent-a22b732463c3331ff
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			66149	3217	233	18	agent-a2c16b295b73ace96
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	effort-probe	claude-sonnet-5	xhigh			32234	1	2	1	agent-a2de3ff43532aac5c
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			30426	787	32	5	agent-a32a45d99a280b7e6
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-opus-5	high			122893	18809	684	33	agent-a341f58919de92d0c
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				21358	639	66	4	agent-a38062ce1aee19254
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			45065	13087	152	4	agent-a40de07bbf14db513
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	effort-probe-low	claude-sonnet-5	low			32253	1	2	1	agent-a4166b66ecf178d08
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-haiku-4-5-20251001				14147	391	21	2	agent-a49eb8f9750d55c0a
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			25919	1026	112	7	agent-a49fe1cb82b9fe8ed
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			76178	35	351	9	agent-a4b79d0eb6fa15458
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			112745	1278	346	38	agent-a5f4821707fd7482a
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				7625	2249	36	5	agent-a66737259bb9e0e5b
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				18579	1557	39	4	agent-a7560e618a4958437
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			96903	2163	474	34	agent-a76c5237278ff3687
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			50835	905	153	9	agent-a8b04672fe72e6390
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			51329	1564	250	26	agent-a8ba341f5d88839e5
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			63570	308	94	13	agent-a8c21b16c18fcfd3e
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				8448	1660	43	6	agent-a90ade5b914e7d351
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			218860	4767	1799	55	agent-a91bf43d089d1870f
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-haiku-4-5-20251001				94906	2060	560	33	agent-aa09216bb993d5503
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			106155	1254	371	36	agent-aa38d9f0c46ef9faf
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			49911	402	202	26	agent-aa5a3ef29a9a4eea9
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				20381	1639	57	7	agent-aaf01e12714f59030
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				19457	233	42	4	agent-ab637e79941fb7824
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			35885	3232	146	10	agent-ab81a39913304bca7
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			32095	193	37	7	agent-ab83eeb63c865eb9a
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				18091	520	38	4	agent-ac9bc415290b3e1b3
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			92181	2366	456	30	agent-ae03cef6e8593707c
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				18994	548	48	6	agent-ae2eecf87da2f5438
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			36241	42	68	8	agent-aea3106e8fd99578f
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	specialist	general-purpose	claude-sonnet-5	xhigh			49929	2664	233	23	agent-af06e964d7b948a70
d054b300-f253-4eea-bedf-618e9ea156b2	2026-08-27	memory	memory-proxy	claude-haiku-4-5-20251001				44561	264	246	10	agent-afc2f008de11c175c
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				28658	2584	56	4	agent-a0397e234ea6cbfec
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				19264	2584	48	4	agent-a04bdea627cc78fbd
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			73058	32462	899	33	agent-a0ab98eadacd4b1f3
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				13731	4020	94	5	agent-a10674ec1c3fbcf08
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				23092	3685	65	6	agent-a11b018675655f7fd
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			38664	12649	209	12	agent-a1599511b400bba63
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			107180	28214	988	30	agent-a178efb138fbe41c5
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				24648	7633	120	5	agent-a1d82fb7c3182a143
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				17832	2208	35	4	agent-a1e8e5bf09f6c361e
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				22131	3395	81	6	agent-a1fc7e2292e466d54
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				13131	2953	53	6	agent-a223fbd2d2330f9fa
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			35369	6691	156	8	agent-a226b7152341c8a88
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			25636	2587	96	7	agent-a2c28e0bcc41d649a
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			58743	20539	948	26	agent-a35751c2209f9f634
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				11240	4133	81	6	agent-a3a8102daedfa600d
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				22245	3841	68	3	agent-a42b5a749983271c2
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				23723	5411	92	5	agent-a490e4aa319f2d031
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			41834	7349	223	10	agent-a4a07b0984ba2c8bc
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				22778	5101	93	8	agent-a4a9e475f267e2733
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				9021	2242	37	3	agent-a53aacfe88a0e010f
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			37654	10166	181	9	agent-a57d04abfb39cf976
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			39838	13542	250	9	agent-a66892819b035ace3
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				18161	1704	36	3	agent-a6bc095734590ab15
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			31681	6158	159	13	agent-a6c51f70e6e3ce9af
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			49738	19787	425	13	agent-a71c00f4e58b774d7
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				13457	3848	96	5	agent-a71fd0fdb3279faae
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				11205	4384	60	4	agent-a7c7404465b814d18
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				18313	2783	47	5	agent-a7d3c2f62e72fe955
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				37585	7347	122	7	agent-a8096884438fac223
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	specialist	general-purpose	claude-opus-5	xhigh			36550	12305	228	10	agent-a80ce4e5841b478c8
d0b7b358-e3bb-402a-b618-07354f6638b3	2026-08-11	memory	memory-proxy	claude-haiku-4-5-20251001				18814	2849	41	3	agent-a82d33417a3edadb9
